Scenario ID;User;Assistant - Extended;Assistant - Short;Assistant - Details;Assistant - Risk ID;Assistant - Risk description;Assistant - Vulnerability ID;Assistant - Vulnerability description;Assistant - Risk occurrence type
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M7;Logic bombs;V3;Uncontrolled changes to the application software;Potential
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M7;Logic bombs;V4;Failure to periodically check the procedures installed on the system;Potential
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M7;Logic bombs;V7;Untested software applications;Potential
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M7;Logic bombs;V8;Inadequate logical access control;Potential
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M7;Logic bombs;V9;Non-existent logical access procedures;Potential
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M7;Logic bombs;V14;Inadequate supervision;Potential
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M7;Logic bombs;V23;Unauthorized software applications;Potential
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M10;Covert storage channel;V3;Uncontrolled changes to the application software;Potential
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M10;Covert storage channel;V4;Failure to periodically check the procedures installed on the system;Potential
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M10;Covert storage channel;V7;Untested software applications;Potential
S18;System logs are recorded;The scenario is not sufficiently characterized to perform a preliminary analysis.;More;It is not possible to monitor the system and its use by users;M10;Covert storage channel;V20;Lack of software to control hardware configurations;Potential
